服务月数tenure,年龄age,婚姻状况marital,地址居住年数address,家庭收入income,受教育水平ed,现职位工作年数employ,是否退休retire,性别gender,家庭人数reside,免费电话服务tollfree,设备租赁equip,电话卡服务callcard,无线服务wireless,上月长途longmon,上月免费电话tollmon,上月设备equipmon,上月电话卡cardmon,上月无线wiremon,多线路multline,语音邮件voice,寻呼服务pager,互联网internet,来电显示callid,呼叫等待callwait,呼叫转移forward,是否支持电话会议confer,是否支持电子凭证ebill,客户类别custcat,是否流失churn
19,25,已婚,6,27,大学学位,0,是,女,2,是,否,是,否,9.55,20.5,0,34.75,0,否,是,否,否,是,是,是,是,否,附加服务,是
42,54,未婚,19,NA,社区学院,10,是,女,1,否,是,是,是,8.7,0,47.15,11.75,47.5,是,是,否,是,是,否,否,是,是,总服务,否
51,49,未婚,29,45,未完成中学学历,NA,是,男,1,否,否,是,否,15.7,0,0,8.5,0,否,否,否,否,否,是,否,否,否,基础服务,否
32,22,已婚,2,17,中学学历,2,是,女,4,是,否,是,否,4.8,28,0,19,0,否,是,否,否,是,是,是,是,否,附加服务,是
26,55,已婚,13,NA,未完成中学学历,26,是,男,2,是,否,是,否,4.25,29,0,12,0,否,否,否,否,是,是,是,是,否,附加服务,否
39,44,已婚,14,418,大学学位,18,是,男,2,是,否,是,否,7.05,27.5,0,17.5,0,否,是,是,否,是,是,是,是,否,总服务,否
72,53,未婚,12,152,中学学历,32,是,女,1,是,否,是,是,43.25,50.5,0,19.25,44.9,是,否,是,是,是,是,是,否,否,总服务,否
4,39,未婚,11,38,大学学位,1,是,男,2,是,否,是,是,2.8,22.75,0,13.75,30.2,否,是,是,是,是,是,是,是,否,总服务,是
54,50,已婚,5,151,大学学位,20,是,男,3,是,否,是,是,21.95,40.25,0,25.75,21.8,是,否,否,否,是,是,是,是,否,附加服务,否
34,40,已婚,21,23,大学学位,NA,NA,女,3,是,是,是,是,5.95,25.75,45.4,16.75,37.7,是,否,是,是,是,是,是,是,是,总服务,否
20,25,NA,4,33,大学学位,0,是,女,NA,是,否,是,是,4.55,16,0,19.25,27.05,否,否,否,是,是,否,是,否,是,基础服务,否
14,49,未婚,NA,26,NA,8,是,男,1,否,否,是,否,6.5,0,0,14.5,0,否,否,否,否,否,否,否,否,否,基础服务,否
61,59,未婚,26,89,未完成中学学历,NA,NA,女,1,是,否,是,否,17.35,35,0,29.25,0,否,否,否,否,是,是,否,是,否,附加服务,否
4,24,未婚,2,NA,大学学位,0,是,男,1,否,否,是,否,3.75,0,0,15.75,0,否,是,否,是,否,是,否,否,否,基础服务,是
16,48,未婚,25,59,中学学历,13,是,男,2,是,否,是,否,7.85,20.25,0,14,0,否,否,否,否,是,是,是,是,否,附加服务,是
13,41,未婚,9,55,中学学历,12,是,女,3,否,否,否,否,4.85,0,0,0,0,否,否,否,否,否,否,否,否,是,基础服务,否
53,37,已婚,NA,25,社区学院,6,是,女,2,否,是,是,否,9.95,0,28.65,23.5,0,是,否,否,是,否,否,否,否,是,电子服务,是
58,36,已婚,13,39,中学学历,8,是,女,7,是,否,是,是,16.4,38.25,0,55.5,57.05,是,是,是,是,是,是,是,是,是,总服务,是
25,38,已婚,19,56,未完成中学学历,19,是,女,2,否,是,是,是,10.55,0,31.95,32.75,23.65,否,是,否,否,是,否,否,是,否,附加服务,否
71,61,已婚,19,155,社区学院,NA,是,男,2,是,否,是,否,23.9,27.5,0,15,0,是,否,否,否,是,是,是,是,否,附加服务,否
22,33,已婚,13,119,研究生学位,0,是,女,4,是,是,否,是,4.3,23.25,51.6,0,60.35,是,是,是,是,是,是,否,是,是,总服务,是
46,48,NA,15,64,社区学院,20,是,男,2,是,是,是,是,10.2,26.5,40.2,11.5,23.2,否,否,否,否,是,是,是,是,是,附加服务,否
66,50,已婚,2,NA,研究生学位,24,是,男,2,否,否,是,否,10.3,0,0,14.25,0,是,否,是,是,否,否,否,否,否,电子服务,否
69,58,已婚,29,26,中学学历,7,是,女,3,是,是,是,是,32.65,33,54,29.25,50.65,是,是,是,是,是,是,是,是,否,总服务,否
38,49,已婚,3,33,大学学位,11,是,男,4,否,是,否,是,6.85,0,42.1,0,25.15,是,否,否,是,否,是,否,是,是,电子服务,否
16,35,NA,7,46,NA,NA,NA,男,1,否,是,否,否,5.1,0,27.15,0,0,否,否,否,否,否,否,否,否,是,基础服务,否
44,NA,已婚,NA,41,中学学历,8,是,NA,NA,是,否,是,否,7.55,16.25,0,10.25,0,否,是,是,是,是,是,是,是,是,总服务,否
50,50,未婚,NA,31,未完成中学学历,8,是,男,1,否,否,是,否,11.95,0,0,28.25,0,否,否,否,否,否,否,是,是,否,附加服务,否
10,23,未婚,1,29,大学学位,0,是,女,1,是,是,是,是,4.95,32,53.25,35.75,50.45,是,是,是,是,是,是,是,是,是,总服务,否
7,41,未婚,6,94,中学学历,16,是,男,1,是,是,是,是,3.85,28,37.65,9,41.4,是,是,是,否,是,是,是,是,是,总服务,否
71,NA,未婚,25,288,社区学院,19,是,NA,NA,否,否,是,否,30.9,0,0,19.75,0,否,否,否,否,否,否,是,否,否,基础服务,否
16,39,已婚,NA,31,未完成中学学历,4,是,女,5,否,否,否,否,5,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
6,20,未婚,0,NA,中学学历,0,是,女,2,是,否,是,否,1.9,20.75,0,15.5,0,否,否,否,否,是,是,是,是,否,附加服务,否
46,55,未婚,NA,269,中学学历,35,是,男,1,是,否,是,否,10.1,39,0,18,0,否,否,是,否,是,是,是,是,否,附加服务,否
51,49,已婚,13,203,社区学院,27,是,男,4,是,否,是,否,17.6,22,0,21.75,0,否,是,否,否,是,是,是,是,否,附加服务,否
5,34,未婚,12,22,中学学历,2,是,男,2,是,是,否,是,3.6,12.5,28.5,0,19.3,否,是,否,否,否,是,是,否,是,基础服务,是
49,54,已婚,23,25,NA,1,是,女,4,否,否,是,否,14.65,0,0,41.25,0,否,否,否,否,否,否,否,否,否,基础服务,否
49,51,已婚,14,NA,研究生学位,16,是,男,2,否,否,否,否,12.25,0,0,0,0,是,否,否,是,否,是,否,否,是,电子服务,否
26,30,已婚,NA,76,社区学院,7,是,男,2,否,是,否,否,9.45,0,29.2,0,0,否,否,是,否,否,否,否,否,是,基础服务,否
22,39,未婚,4,55,中学学历,17,是,女,1,是,否,是,是,5.4,38.75,0,17.75,50.2,否,是,是,是,是,是,是,是,是,总服务,是
51,45,已婚,4,46,社区学院,6,是,男,2,是,是,是,是,20.7,34.75,48.65,32.25,48.65,是,是,是,是,是,是,是,是,否,总服务,否
19,27,NA,7,56,NA,NA,NA,男,4,否,是,是,是,4.75,0,46.3,21.75,37.7,是,是,是,是,是,是,是,是,是,总服务,是
9,36,未婚,1,79,社区学院,11,是,女,5,是,是,是,是,5.8,27.75,33.75,30.75,25.9,否,是,否,否,是,是,是,是,否,附加服务,是
15,25,已婚,0,51,社区学院,2,是,女,2,否,否,否,否,3.15,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
57,63,未婚,19,61,未完成中学学历,27,是,男,1,是,否,是,否,12.7,38.25,0,33.75,0,否,否,否,否,是,是,是,是,否,附加服务,否
48,45,未婚,15,41,未完成中学学历,10,是,女,2,否,否,否,否,10.2,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
9,53,已婚,20,50,NA,NA,NA,NA,2,否,是,否,否,3.1,0,21.35,0,0,否,否,否,否,否,否,否,否,是,基础服务,是
61,52,未婚,21,82,未完成中学学历,18,是,男,1,否,否,是,否,12.1,0,0,15.75,0,否,否,否,否,是,否,是,是,否,附加服务,否
72,53,未婚,34,NA,未完成中学学历,23,是,男,1,是,否,是,是,32.55,35.5,0,14.75,40.75,是,否,否,否,是,是,是,是,否,附加服务,否
57,60,未婚,20,14,中学学历,27,否,女,1,是,否,是,否,16.1,14,0,11.75,0,否,否,否,否,否,是,是,是,否,附加服务,否
57,51,未婚,10,NA,未完成中学学历,13,是,男,1,否,否,是,否,15.1,0,0,7.5,0,是,否,否,是,否,否,否,是,否,电子服务,否
37,60,已婚,0,46,NA,NA,NA,男,3,是,否,是,否,8.8,37.75,0,22,0,否,否,否,否,是,是,是,是,否,附加服务,否
45,51,未婚,NA,146,大学学位,16,是,男,2,否,否,是,否,20.25,0,0,37.75,0,否,否,否,否,否,否,否,否,是,基础服务,否
45,39,已婚,15,36,未完成中学学历,11,是,女,5,否,否,是,否,15.2,0,0,14.25,0,否,否,否,是,否,否,否,否,否,基础服务,否
55,44,未婚,24,83,未完成中学学历,23,是,女,1,是,否,是,否,17.35,24.5,0,14.25,0,否,否,否,否,否,否,是,是,否,附加服务,否
24,27,未婚,2,17,社区学院,3,是,NA,5,是,否,否,否,5.2,18.5,0,0,0,是,是,否,否,否,是,否,否,否,电子服务,是
1,20,未婚,1,NA,社区学院,0,是,男,1,否,是,否,是,4.2,0,34.05,0,16.85,否,是,否,是,否,否,否,是,是,基础服务,是
34,23,已婚,3,24,未完成中学学历,7,是,女,4,是,否,是,否,6,28,0,12.75,0,否,否,否,否,否,是,是,是,否,附加服务,否
14,37,已婚,5,48,社区学院,1,是,女,4,是,否,否,否,4.9,14.5,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
6,32,未婚,NA,47,未完成中学学历,10,是,男,NA,是,否,是,否,3.85,23.75,0,12.5,0,否,否,否,否,是,是,是,是,否,附加服务,否
24,30,未婚,NA,25,大学学位,5,是,男,2,是,否,是,是,8.7,47.75,0,32.75,64,否,是,是,是,是,是,是,是,是,总服务,是
3,26,已婚,6,59,大学学位,0,是,女,3,是,是,是,是,2.55,23.5,29.6,10.75,19.2,否,是,是,否,是,否,是,是,否,总服务,是
4,30,未婚,1,45,大学学位,6,是,男,3,否,是,是,否,3.65,0,34.2,29,0,否,是,否,是,是,否,是,是,是,总服务,是
72,40,已婚,19,163,大学学位,NA,NA,男,2,是,否,是,否,39,31.25,0,14.75,0,是,否,否,否,否,否,否,是,是,电子服务,否
44,56,未婚,4,63,中学学历,6,是,女,1,是,否,否,否,7.5,20.25,0,0,0,是,否,否,否,是,是,否,否,否,附加服务,是
50,43,未婚,6,27,社区学院,4,是,男,1,是,否,是,否,15,45.25,0,52.75,0,否,否,否,否,是,是,是,是,否,附加服务,否
61,50,已婚,16,NA,中学学历,22,是,女,2,否,是,是,是,16.85,0,42.55,26.5,44.1,是,否,否,是,否,否,是,否,是,电子服务,否
34,52,已婚,2,106,中学学历,19,是,男,2,是,否,是,否,4.95,19,0,13.5,0,否,否,否,是,是,否,是,是,否,附加服务,否
26,54,已婚,30,NA,社区学院,1,是,女,2,是,否,是,是,5.2,23.5,0,23.75,39.25,否,否,是,否,是,是,是,是,是,总服务,是
15,46,已婚,NA,63,研究生学位,1,是,男,2,是,是,否,是,3.7,16.5,42.5,0,33.1,是,是,是,是,是,否,是,是,是,总服务,是
10,39,未婚,0,27,NA,0,是,女,3,否,是,否,否,3,0,29.05,0,0,否,否,否,否,否,否,否,否,是,基础服务,否
7,34,NA,2,22,研究生学位,5,是,女,1,否,是,否,否,4.65,0,25.6,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
67,59,未婚,40,944,研究生学位,33,是,女,1,是,是,是,是,26.75,32,54.55,35.75,65.8,是,是,是,是,是,是,是,是,是,总服务,否
70,49,未婚,18,87,中学学历,22,是,女,1,是,否,是,否,25.6,33.5,0,25.25,0,否,是,否,否,是,是,是,是,否,附加服务,否
50,36,已婚,7,39,社区学院,3,是,女,3,否,是,是,否,13.15,0,33.6,16.25,0,是,否,否,是,否,否,否,否,是,电子服务,是
